gene,WT-1_S1,WT-2_S2,WT-3_S3,WT-AC-1_S4,WT-AC-2_S5,WT-AC-3_S6
2310069B03Rik,0,1,0,0,3,3
2310069G16Rik,1,0,0,0,0,0
2310075C17Rik,0,0,0,0,0.5,0
2310075K07Rik,81,68,97,51,38,50
2310079G19Rik,0,0,0,1,0,0
2310081J21Rik,0,0,0,0,0,0
2400006E01Rik,0,2,0,0,0,0
2410002F23Rik,1222.5,1068.5,1719.5,1409,2635.5,2637.5
2410003I16Rik,33,13,12,6,10,7
2410003L11Rik,13.5,14,20.5,18,18.5,14.83
2410004B18Rik,1159,1029,1262,1193,1630,1159
2410004I01Rik,0,0,0,1,0,0
2410004P03Rik,208,212,287,65,31,43
2410006H16Rik,1738.5,2183.5,1448,1277,1021.5,1509.5
2410012E07Rik,0,1,0,0,1,1
2410017I17Rik,10.83,12.92,8.83,11.67,11.5,14.92
2410018L13Rik,4,1.5,1,0,1.5,3.83
2410021H03Rik,0.5,0,0,0,0,0
2410022M11Rik,150,145,140,33,29,49
2410080I02Rik,6,7,7,5,3,5
2410124H12Rik,0,0,0,0,0,0
2410137M14Rik,0,0,0,0,0,0
2500002B13Rik,137,103,269.5,86,121,99
2500004C02Rik,115.5,140.5,237,103.5,133,135.5
2510002D24Rik,556,438,461,373,318,441
2510003B16Rik,60.5,52.5,55.5,30.5,32,74
2510009E07Rik,3215,2531,5826.5,2499,5030,2911
2510022D24Rik,3595.5,3203.5,4288.5,3513,5158.5,4590.5
2510039O18Rik,11396.5,8868.5,11626,10198.5,10439,9386
2600006K01Rik,6.5,5.5,12,5.5,5,8
2600014E21Rik,17.83,19.75,14.5,18,17,16
2610005L07Rik,169,147,289,185,373.5,312.83
2610008E11Rik,459,503,534,230,174,308
2610016A17Rik,0,0,0,0,1,1
2610017A05Rik,2,1,7,2,2,4
2610020C07Rik,2184,1624,2243,2104.5,2714.5,2417.5
2610024D14Rik,0,0,1,0,0.5,1.5
2610027F03Rik,1,1.5,1,4,4.5,2.83
2610027K06Rik,291.5,255,355,327.5,299,352.5
2610028E06Rik,5,5,1,2.5,1,5
2610028H24Rik,42,39,45,18,23.5,27
2610029K11Rik,183.33,148.83,198,170.5,155.33,133
2610035D17Rik,394.5,563.33,602.17,364.5,254.83,401.5
2610035F20Rik,0,0,0,0,0,2
2610037D02Rik,3,0.67,0.33,2.33,0.67,1.25
2610042L04Rik,0,0,0,0,0,0
2610203C22Rik,143.33,147.67,127.83,116.83,111.5,194.58
2610206C17Rik,414.5,298,346.5,291,329,274
2610300M13Rik,0,4,2,1,0,3
2610306M01Rik,63,69,82,52.5,41,46
2610307P16Rik,10,8,6,14,13.5,2
2610316D01Rik,2,0,0,2,2,0
2610318M16Rik,0,0,0,0,0,0
2610318N02Rik,84,41.5,123,85,182.5,139.5
2610507I01Rik,1168.5,1125.5,1840.5,855,515,683
2610524H06Rik,261.5,185.5,250,197,191,137
2610528J11Rik,0,0,0,0,0,0
2700003A03Rik,38,15,27,26,25,45
2700012I20Rik,25.5,24,28,17,9.5,11
2700038G22Rik,49.5,49,93.5,92.58,267.33,168.75
2700046A07Rik,0,0,0.5,0,1,1.5
2700049A03Rik,685,631,739.5,575,382.5,591
2700054A10Rik,10,15.5,11,14.5,11,25.5
2700062C07Rik,354.5,289.5,378.5,263,333,352
2700068H02Rik,0,0,0,0,0,0
2700069I18Rik,0,1,1,0,1,0
2700070H01Rik,0,0,0.5,1,2,1
2700089I24Rik,1,1,0,2,5,0
2700097O09Rik,216.5,187.5,307,216.5,355.5,367
2700099C18Rik,246.5,238,314.5,207,363,474.5
2810001A02Rik,361,305,438.5,270,217,295
2810001G20Rik,101,132,157,70,103,109
2810002D19Rik,242,195,242.5,165,166,158
2810004N23Rik,783.5,510,682.5,510.5,634,605
2810013P06Rik,420,427,573,156,212,183
2810021J22Rik,324,268.5,384.5,103.5,142.5,219
2810025M15Rik,1017,843,894,811,716.5,845
2810029C07Rik,16,12,15.5,19,11,9.5
2810030D12Rik,0,0,0,0,0,0
2810032G03Rik,0,0,1,0,1,0
2810039B14Rik,27,26,25,13,15.5,34
2810047C21Rik1,2,3,5,0,0,1
2810048H02Rik,1,0,1,0,0,0
2810049E08Rik,0,1,0,0,0,0
2810403D21Rik,82,88.5,123,76,87,131
2810404M03Rik,1,3,3,2,7,2.5
2810405F15Rik,0,0,0,0,0.5,0
2810405F17Rik,16,16,33,8.5,15.5,12
2810407A14Rik,0,3,2,0,2,1
2810408A11Rik,21,20.5,23,13,19,12
2810408B13Rik,39.5,50.33,56,30.83,32.37,47.87
2810408I11Rik,80,47,62,75,150,97
2810414N06Rik,101,113,109,63,48,64
2810425M01Rik,7.5,5,7.5,1.5,5,7.5
2810429I04Rik,6,1,6,7,8,11
2810433D01Rik,1,0,0,0,1,0.5
2810442N19Rik,3.5,2.5,3,0.5,3.5,1.33
2810449D17Rik,158,179.5,281.5,101,178.83,213.5
2810454H06Rik,17.5,17,21.5,9,8,12
2810459M11Rik,0,1,1,0,1.5,1
2810471M01Rik,1,2,0,2,2,2
2900005J15Rik,62.5,71.5,195.5,32.5,60.5,79.5
2900009J06Rik,15,22.5,24.5,11.5,22.33,28.5
2900024J01Rik,6,5,21,6,5,11.5
2900026A02Rik,84.5,58,121.5,62.5,64,92
2900040C04Rik,0,0,0,0,0,0
2900041M22Rik,6.5,2.5,1,2,1.5,2.5
2900052L18Rik,50,80,116,23,28,35
2900052N01Rik,0,0,0,0,0,1
2900057B20Rik,13.5,7.5,6,8.5,9,22
2900060B14Rik,0.5,0,1,1.5,2,1.5
2900060L22Rik,5.83,3.5,6.5,5.5,8.5,3.5
2900060N12Rik,0,1,1.5,3,3,0.5
2900076A07Rik,182,235.5,482,185.5,491.5,420.5
2900079G21Rik,1,2,2,1,2.5,1.5
2900089D17Rik,4003.83,3737.33,4302,5040,5837,5448.83
2900092C05Rik,6,5.5,3.5,4,5,5.5
2900092D14Rik,0,0,0,0,0,0.5
2900093K20Rik,20.5,16.5,26,8.5,18.5,20.5
3000002C10Rik,18,26,47,16,25,26
3010001F23Rik,3,0,4,1.5,3,2.5
3010003L21Rik,37.5,31,53,29.5,30,25.5
3100003L05Rik,0,1,0,4,1,1
3110004A20Rik,0,0,0,0,0,0
3110006O06Rik,1.5,2,4,4,2,3
3110009E18Rik,1640.5,1221.5,1717,1284,1381,1091.5
3110009F21Rik,0,0,0,0,1,0
3110015C05Rik,0,2,0,0,0,0
3110021A11Rik,1,1,3,3.5,4,3
3110039M20Rik,0,0,0,1,2,0
3110040M04Rik,0,0,0,0,0,0
3110040N11Rik,1034,870,872,642,619,719
3110045C21Rik,13.5,9.5,15,8,6,8
3110053B16Rik,603,536,625,392,453,507
3110056K07Rik,1250.5,1196,1689.5,1158,1788.5,1365
3110067G11Rik,0,0,0,0,0,0
3110070M22Rik,13.5,10,22,14,17,14.5
3110082I17Rik,6988.5,5048,8957.17,3820.83,4058.33,8782
3110082J24Rik,0,0,1,0,0,0
3110083C13Rik,3,7,8,1,6,3
3110099E03Rik,0,0,0,1,0,1
3200001D21Rik,97.5,58.5,75.33,63,46,54.5
3222401L13Rik,9.5,14.25,16.5,4.5,3.5,11.25
3300002A11Rik,41.5,35.5,69.5,44,67.5,58
3300002I08Rik,526.5,494.5,630,343,394.5,605.83
3300002P09Rik,896,705.5,797.33,704,637,612
3300002P13Rik,0,0,0,0,1,0
3300005D01Rik,80,59,116,60,61,64
3425401B19Rik,19,15,16.5,10,14.5,18.5
3632454L22Rik,1,0,5,0,4,4
3830403N18Rik,59,47.5,49.83,63.9,77,77.5
3830408C21Rik,29,31,68,23,39,26
3830432H09Rik,2,1,3,0,0,0
3930402G23Rik,0,0,1,0,1,0
4122401K19Rik,1.5,2,1,2.5,0,3
4631405J19Rik,0,0,0.33,0.33,0.83,0.33
4632404H12Rik,198,189,390,245,431,508
4632415L05Rik,630,658,790,330,431,523
4632427E13Rik,20,9,19,16,38,27
4632428C04Rik,114.5,85,159,65.5,107.5,103.5
4732414G09Rik,3,0.5,4,11,2,46.5
4732416N19Rik,34.5,55.5,85,22,59.5,65
4732419C18Rik,8,5,20,29,510,18
4732440D04Rik,43,56,116,84,233,114
4732465J04Rik,8,6,7,11,90,25
4732471J01Rik,8684.33,5725.5,13285,7724.83,7740.17,6787.17
4732490B19Rik,1,2,0,2,1,0
4732491K20Rik,12,19,20,5,9,22
4732496C06Rik,107,104,114,137,244,195
4831407H17Rik,2.5,3.5,5.5,2.5,3.33,7
4831440D22Rik,4,6.5,4,3,7,5
4831440E17Rik,39.5,69,112,46,59,52.5
4833407H14Rik,74.5,31,44,59,179.5,87.5
4833411C07Rik,2,0,6.5,2.5,1.5,1
4833412C05Rik,0,0,0,1,1,0
4833413N01Rik,0,0,0,0,0,0
4833415N18Rik,0,0,1,1,1,2
4833417C18Rik,47.5,31.5,78.5,29,47,46
4833418N02Rik,103,121,246,150.5,254,168
4833419F23Rik,130.5,116.5,139.5,144.5,192.5,188.5
4833420G17Rik,1889.5,1827.5,3291.5,1544.5,1680.5,1879
4833422C13Rik,14,12.5,13,9.5,16.5,23.5
4833422M21Rik,3.33,3.5,1.33,4.5,1.5,1.5
4833427F10Rik,3.5,3,19.5,116.5,501.5,104.5
4833428L15Rik,0,1,0,0,0,0
4833438C02Rik,379.5,324.5,578.5,825.5,1378,818.5
4833439F03Rik,2.5,0,2.5,1.5,0,0
4833439L19Rik,3841.5,3098,4534.5,4434,5226.5,4601.5
4833447I15Rik,90,86,221,57,102,102
4921504A21Rik,1,1,0,0,0,0
4921504E06Rik,1,0,1,2,3,2
4921507G05Rik,12,16,26,10.5,12,14
4921508D12Rik,0,0,0,0,0,0
4921509C19Rik,0,0,1,0,0,0
4921509O07Rik,7.5,1,8,12,61.5,22
4921511C10Rik,30.83,30,40,27,39,34.5
4921511C20Rik,0,0,0,0,0,0
4921511I17Rik,2838,3012.5,3358.5,2686.5,2183.83,2091
4921513H07Rik,0,0,0,0,0,0
4921513I03Rik,4,1,0,0,2,1
4921515E04Rik,6,5.5,4,6,11,5
4921515G04Rik,65,62.5,113.5,114,157.5,190
4921517D16Rik,3.5,5.5,10.33,5.5,3.5,9.5
4921517D22Rik,0,0,1,1,0,0
4921518K17Rik,0,1,0,0,1,0
4921522P10Rik,480.5,418.5,575.5,516.5,647.83,502.5
4921524J17Rik,523.5,447,523,343,423.5,353
4921524L21Rik,0,0,0,1,2,1
4921525D07Rik,0,0,0,0,0,0
4921525O09Rik,3,1,2,3,2,3
4921528I07Rik,0,1,0,2,1,1
4921529L05Rik,6.5,5,3,25,39,53
4921531C22Rik,195,204,238,172,158,154
4921531P14Rik,0,0,0,1,0,0
4921533I20Rik,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0
4921536K21Rik,25,21.5,31,22,22,37.5
4921539E11Rik,2,2,0,2,2,2
4922502B01Rik,1,0.5,0,0,1.5,0.5
4922502H24Rik,0,0,0,0,0,0
4922502N22Rik,0,0,0,1,0,0
4930401C15Rik,1.08,1.17,2,3,1.5,1.67
4930401G09Rik,0,0,0.33,0,0,0
4930401O10Rik,0,0,0,1,0,0
4930401O12Rik,0,1,0,0,2,3
4930402D18Rik,0,0,1,0,0,0
4930402F06Rik,0,0,0.5,0.83,0,0.33
4930402F11Rik,0,0,0,0,0,0
4930402K13Rik,0,0,0,0,0,0
4930403D09Rik,440.33,363,656,538.5,493,556.5
4930404A05Rik,1,0,0,1,0,0
4930404H11Rik,0,0,0,0,2,3
4930404H24Rik,0.5,0.5,0,1.5,1.5,2
4930404I05Rik,182,196,275.5,225.83,328,310
4930404I20Rik,0,0,0,0,0,0
4930404K13Rik,1,0,0,0,0.5,0
4930405A10Rik,6.5,5.5,14,8,13,11
4930405A21Rik,12.5,15.5,23.5,25.5,42,28.5
4930405D01Rik,0,0,0,3,1,1
4930405D11Rik,1.5,4,0.5,2.5,1,1
4930405H06Rik,0,0,0,0,0.5,0
4930405J17Rik,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0
4930405O22Rik,2.5,1.5,2,1,5.5,2
4930406D18Rik,0,0,0,1,0,0
4930407G08Rik,0,0,0,0,0,0
4930407I02Rik,3.5,2.5,6.5,5.5,6,2.5
4930407I10Rik,0,0,2,1,3,0
4930407I19Rik,0,0,0,0,0.5,0
4930412B13Rik,51.83,73.83,65.5,55.67,94.67,244.67
4930412C18Rik,106,111,124,47,39,97
4930412E21Rik,0,1,1,0,3,0
4930412F09Rik,0,0,0,0,0,0
4930412M03Rik,5.5,4.5,5,4.5,5,8
4930413E15Rik,0,1,0,0,0,0
4930413E20Rik,0,0,0,0,0,0
4930413F20Rik,0,0,0,0,0,0
4930413G21Rik,410.5,342.5,481,501,596,598
4930413M19Rik,0,0,0,0,0,0
4930414F18Rik,4,5,1,1.5,3,0
4930414N06Rik,746,714,828.25,693.5,919,997
4930417H01Rik,2,0,0,0,0,2
4930417O13Rik,11,5,4,26,34,43
4930417O22Rik,2,0,0,0,1,1
4930419G24Rik,0.5,0.5,1.5,1,0,0.5
4930420G21Rik,2,0.5,2.5,1.5,5.5,1
4930422I22Rik,0,0,0,1,0,0
4930422M22Rik,58,47.5,65.17,39,40.67,60.67
4930423B08Rik,2,2,0,0,0,1
4930423D24Rik,0,0.5,0,0,1,0.5
4930423M02Rik,0,0,0,0,0,0
4930424E08Rik,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0
4930425L21Rik,1,0,0,1,1,1
4930425O10Rik,0,0,0,0,0.5,0
4930426D05Rik,38.5,30,21,32,38.5,28.5
4930426I24Rik,1245.5,1122.5,1527.83,1591.83,1383,1471.83
4930426L09Rik,27,25,29,15,23,25
4930428D20Rik,0,0,0,0,0,0
4930428E07Rik,0,0,0,0.5,0,0
4930428G15Rik,5,7,10,4,4,7
4930428O21Rik,1.5,0,0,1,2,0
4930429B21Rik,47.5,39.5,52,45.5,40.5,38.5
4930429C20Rik,0,0,0,0,0,0
4930429D17Rik,0,0,1,2,3,1
4930429F11Rik,0,0,1,0,0,0
4930429F24Rik,0,3,1.5,0,3,1
4930429H19Rik,0,0,0,0,0,0
4930429P21Rik,2,2,1,1,1.5,1.5
4930430E12Rik,221,86,325,896,1260,1575
4930430F21Rik,0,0,0,0,0,0
4930430J02Rik,1.5,4.5,7.5,2,1.5,6.5
4930431F10Rik,0,1,0,0,0,0
4930431F12Rik,0,0,0,1,4,1
4930431P03Rik,3,6.5,9.17,2.33,6.33,5.17
4930431P19Rik,30,38.5,46.5,23,43.5,31.5
4930431P22Rik,0,1,1,0,0,0
4930432E11Rik,0,1,1,0,1,1
4930432J09Rik,320.5,389.5,373,238.5,154.5,541
4930432L08Rik,0,0,0,1,0.5,1
4930432M17Rik,0,0,1,0,0,0
4930432O09Rik,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0
4930433I11Rik,0,0,0,1,0,0
4930433N12Rik,1,1,0,0,0,2
4930434B07Rik,0,0,0,0,0,0
4930434J06Rik,0,1,0,0,0,2
4930434J08Rik,402,349,493,373.5,604.5,433.5
4930435F18Rik,1,0,0,1,3,0
4930437M23Rik,0,0,0,0,0,0.5
4930438A08Rik,2,1,2,3,3.33,0
4930438E09Rik,1.33,0.5,0,1,0.5,0.5
4930439A04Rik,2.5,2.5,5.5,2.5,2.5,1
4930439D14Rik,25.5,16,25,15,18,13.5
4930440C22Rik,0,0,0,0,0,0
4930440I19Rik,21.5,21,98.5,43,261,30
4930441H08Rik,2,0,0,1,0,0
4930441J16Rik,0,0,0,0,1,0
4930442E04Rik,0,0,0,0,0,0
4930442J19Rik,0,0,0,0,0,0
4930442L01Rik,0.5,0,0,0.5,0,0
4930443O20Rik,1,1,2,0,2,0
4930444A19Rik,608,640,1068,778.5,927,1047.5
4930444F02Rik,0.5,0,0,0.5,0,0
4930444M15Rik,0,0,0,0,0,0
4930444P10Rik,1,1,0,2,0,1
4930445E18Rik,4,2,5,15,41,53
4930445K14Rik,669.5,552.33,771,506,554,511
4930445N06Rik,2,0,1,0,4,0
4930445N08Rik,0,0,0,1,1,0
4930445N18Rik,1,3,7,3,4,5
4930447A16Rik,0.33,0,0,0,0,0
4930447C04Rik,2,2.5,6,4,7,4
4930447F24Rik,1,1.83,0.5,0.5,1,1.5
4930447J18Rik,6,2,2,3,1,3
4930447K03Rik,28.33,37.5,39,39,11,28
4930447M23Rik,28,22,59,44,30,49
4930447N08Rik,1,2,4,2,2,2
4930448C13Rik,0,0,0,0,1.5,2
4930448E22Rik,1.5,0,1.5,1,0,0
4930448F12Rik,0,0,0,0,0,0
4930448H16Rik,1,0.5,0.5,3,0,0
4930448I06Rik,0,0,0,0,0,0
4930448I18Rik,0,0,0,1,0,0
4930448K20Rik,0,0,0,0,0,0
4930449C09Rik,0,0,0.5,0,0,0
4930449E01Rik,0,0,0,0,0,0
4930449E18Rik,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0
4930451E10Rik,536.5,461.5,424.5,380.33,333,377.5
4930451I11Rik,0,0,0,0,0,0
4930452A19Rik,0,0,1,0,1,1
4930452G13Rik,0,0,0,1,1,0.5
4930452N14Rik,0,0,0,0,1,0
4930453H23Rik,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0
4930453N24Rik,1114,903,1029,1022,1143,1067
4930455B14Rik,0,0,0,0,0,0
4930455C13Rik,239.5,184.5,256,200.5,218.5,204.5
4930455D15Rik,21,23.5,24.5,34.5,81.5,24.5
4930455F16Rik,0,0,0,4,5,2
4930455G09Rik,3172,3188,4099,3020,2422,6141.5
4930455H04Rik,0.5,0,0,1,0.5,0
4930455J16Rik,0,2,0,0,1,1
4930456A14Rik,557,435,859.33,618.33,924.33,885
4930456L15Rik,0,0.5,0,0.5,0,0
4930458A03Rik,2,0,0,0,0,1
4930458D05Rik,36,10,34,16,14,29.5
4930459C07Rik,0,0.5,0.5,3,14,7
4930459L07Rik,0,0,0,0,0,0
4930461C15Rik,0,1,0,0.5,2,1
4930461G14Rik,0,0.33,0,0,0,0
4930463O16Rik,0,0,0,1,0,0
4930465K10Rik,3.5,2,3,1.5,2.5,4
4930465M20Rik,0,0,0,1,1,0
4930467D21Rik,4,2,1,5,3,1
4930467J12Rik,0,0,0,0,0,0.5
4930467K11Rik,2.5,0,1.5,1,0.83,0.5
4930469K13Rik,9691.08,7474.83,10162.83,12008.83,21927.33,15070.58
4930470B04Rik,0.33,0,0,0,0,0
4930470G03Rik,948.5,1006,1303.83,1120.17,1280.5,1736
4930470H14Rik,1,0,0,3,1,0
4930470O06Rik,0,1,0,0,2,0
4930470P17Rik,0,0,0,1,1,0
4930471C04Rik,1,0,0.5,0,0,0
4930471E19Rik,1,0,1,1,2,1
4930471G03Rik,0,0,0,0,0.5,0
4930471G24Rik,0,0,0,0,0,0
4930471L23Rik,7.5,4.5,8,2,4.33,8.5
4930471M09Rik,0,1,0,0,0,0
4930473A02Rik,2290,2121,2512,2213.5,2088,1972.5
4930473H19Rik,80,70,72.83,50,44.5,40.5
4930473O22Rik,0,0,0,0,0,0
4930474G06Rik,6,2,0,5,8,3
4930474H20Rik,4,2,2,7,6,5
4930474M22Rik,0,0,0,0,0.5,0
4930474N05Rik,4,3,2,1,0,5
4930474N09Rik,0,0,0,0,1,1
4930477N07Rik,0,1,0,0,0,0
4930478L05Rik,0,0.5,0,0.5,0.5,0
4930478P22Rik,0,0,0,0,2,0
4930479D17Rik,5,0,5,9,18,17
4930479H17Rik,0,0,0,0,0,1
4930480E11Rik,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,0,1
4930480K15Rik,0,0,0,0,0,0
4930480K23Rik,34,44,64.5,36,56.5,54.5
4930480M12Rik,1.5,0,0,0,4,0
4930481A15Rik,247.67,348.83,383,214.33,177.67,197.83
4930481B07Rik,17,18,23,7,9,11.5
4930482G09Rik,0,1,0,0,0,0
4930483J18Rik,2,0,1,1,0,0
4930483K19Rik,200,159.5,204,107,85,148.5
4930483O08Rik,0,1,1,2,1,1
4930484H19Rik,0,0,0,0,0.5,0
4930486F22Rik,0.5,0,0,1,0,0
4930486I03Rik,0,0.5,0.5,0,0,0
4930486L24Rik,39.5,36,21,63.5,71,137.5
4930487D11Rik,5,4,6,1,1,2
4930487H11Rik,3,1,5.83,5.5,74,44
4930488B22Rik,0,1,0,0,0,0
4930488L21Rik,0,0,0,0,0,0
4930488N24Rik,0,0,0,0,0,0
4930500A05Rik,0.5,0,0.5,0,0,0
4930500F04Rik,6,2,2,2,0,0
4930500F10Rik,5,2.5,5.5,16,31,15
4930500G05Rik,1,0,0.5,1.5,0.5,0
4930500H12Rik,2,0,0,3,2,0
4930500L23Rik,0,0,0,0,3,1
4930502A04Rik,1,1,0,0,0,0
4930502C15Rik,380.33,357.17,481,446,613.17,934.5
4930502E09Rik,3,2,5,5,8,12
4930503E14Rik,0,1,0,0,0,0
4930503E24Rik,0,3,0,4,6,3
4930503F20Rik,0,0,0,0,0,0
4930503H13Rik,0,0,1,0,0,0
4930503L19Rik,728,661.5,1229.5,1690.83,2957.5,2516.5
4930503O07Rik,2,2,1,1,1,4
4930504C09Rik,0,0,1,0,0,0
4930504D19Rik,0,0,0,0,0,0
4930505A04Rik,1,0.5,0.5,1.5,1.5,1.5
4930505G20Rik,0,0,0,0,0.5,0
4930505K13Rik,0,0,0,0,0,0
4930505K14Rik,0,0,0,5,19,7
4930505M18Rik,0,0,0,0,0,0
4930505N22Rik,596,492,651,643,664.5,602.5
4930505O20Rik,0,0,0,0,0,0
4930506A18Rik,3,1,1.33,3,4.5,4
4930506C21Rik,231.5,179.5,244,274.5,369,376.5
4930507D05Rik,41.5,37.5,53,66,81,63.5
4930507D10Rik,0,1,0,0,0,0
4930509E16Rik,3,3.5,3,1,7,5.83
4930509G22Rik,10.5,12,16,14.5,39.5,24.5
4930509J09Rik,0,0.5,0,0.5,1,0
4930509K18Rik,0,0,0,1,0,0
4930511A02Rik,0,0,0,0,0,0
4930511A08Rik,1.5,0.5,0,0,0.5,1
4930511E03Rik,0,0,1,1,1,1
4930511M06Rik,0,0,0,0,0,0
4930512B01Rik,372.5,344.67,471.5,348.67,442,449.33
4930512H18Rik,14.5,24.5,16.5,11,20,15
4930512J16Rik,109.5,100,86.5,102.5,145,168
4930512M02Rik,3,0,1,1,2,0
4930513D17Rik,2,1.5,0,2,4.5,0
4930513L16Rik,1,1,0,3,2,2
4930513N10Rik,93,80,153.83,104.5,140.5,148.5
4930513O06Rik,0,0,0,0,0,0
4930515B02Rik,0,0,0.5,0,1.5,0
4930515G01Rik,176.33,135,210.83,164,176,138
4930515G16Rik,0,0,0,0,0,0
4930515L03Rik,3.5,1,4.5,3,1,5
4930515L19Rik,2,0,0,2,7,1
4930517E11Rik,0,0,0,0,0,0
4930517G24Rik,0,0,0,1,1,1
4930517M08Rik,0,0,0,0,0,0
4930517O19Rik,5,2,1,2,1.5,3.5
4930518C04Rik,27,24,39,12,8,35.33
4930518J21Rik,1,0,0,0,1,1
4930518P08Rik,0,0,0,0,0,0
4930519D14Rik,0,2,0,1,1,3
4930519F09Rik,1,1,1,5,3,4
4930519F16Rik,14,17.5,6,10.83,5.5,7
4930519F24Rik,0,0,0,0,0,0
4930519G04Rik,21,12,13,12,45,14
4930519H02Rik,0,0,0,1,0,0
4930519K11Rik,0,0,0,0,0,0
4930519L02Rik,1,0,2.5,0,1,1
4930520E11Rik,15.5,12,17.5,14,31,18.5
4930520O04Rik,1119.5,1062.33,975,797,758,1190
4930520P13Rik,0,3,7,4,1,16
4930521E06Rik,0,0.5,0,0,0,0
4930521O11Rik,0,0,0,0,0,0
4930521O17Rik,0,1,0,0,0,0
4930522H14Rik,1,1,0,1,0,0
4930522L14Rik,211,215,236.5,77,74.33,116.5
4930522O17Rik,0,1,0,0,0,0
4930522P08Rik,56,44.5,83,78,162,146
4930523C07Rik,992.5,904.5,851.5,1446,1227.5,983
4930523O13Rik,1,0,0,1,1,0
4930524B15Rik,0,0,1,0,1,0
4930524B17Rik,2,1,0,1,2,0
4930524C18Rik,0,0,0,0.5,0,0.5
4930524J08Rik,67,45.5,56.5,42.5,43,44.5
4930524O05Rik,0,0,0,0,0,0
4930524O08Rik,3,3,3.5,3,8,4.5
4930525C09Rik,0,0.5,0,0.5,0,0
4930525D18Rik,7,4,8,6,17,25
4930525G20Rik,104,99.83,119.75,80,68,87
4930526F13Rik,0,0,0,0,0,0
4930526H09Rik,2,0.5,0,0,1,1
4930526I15Rik,832,732.5,964,750,984,946
4930526L06Rik,1566,903.5,638.5,816.5,659.5,561.5
4930527A07Rik,0,0.5,1,1.33,4,3
4930527F14Rik,0,0,1.5,0.5,0.5,0
4930527G23Rik,0,0.5,0,0,1,0
4930527J03Rik,0,1,0,0,0,0
4930528A17Rik,84.5,63.5,121,74.5,135.5,113
4930528D03Rik,0,0,0,0,0,0
4930528G23Rik,0,0,0,0,0,0
4930528H21Rik,1,1,0,0,0,0
4930528P14Rik,1,0,0,0,0,0
4930529C04Rik,0,0,1,0,0,0
4930529I22Rik,0,0,0,0,0,0
4930529K09Rik,0,0,0,1,2,1
4930529L06Rik,0,0,0,0,1,0
4930529N20Rik,0,0,0,0,0,0
4930532I03Rik,0,0,0,0,0,0
4930532M18Rik,0,1,0,0,0,0
4930533B01Rik,16,15,27,25,44.5,36.5
4930533I22Rik,1,1.5,0,0,0,1
4930533K18Rik,0,1.5,1,4.5,4,2.5
4930533N22Rik,1,0,1,0,1,0
4930533P14Rik,0,0,0,1,0,1
4930534D22Rik,0,0,0,0,2,1
4930534H03Rik,0,2,0,0,2,3
4930535L15Rik,3.5,3,2.5,3.5,1,1.5
4930535O05Rik,0,0,0,0,0,0
4930538E20Rik,260,216,207.5,117,75,71.5
4930538L07Rik,0,0,0,0,0,0
4930539C22Rik,0,0,0,0,0,0
4930539J05Rik,469.5,337.5,487,576.5,821,550
4930539M17Rik,2,0,0,0,2,0
4930539N22Rik,0.5,0,0,0.5,0.5,0
4930540E01Rik,0,1,0,0,0,0
4930540M03Rik,0,0,0,1,1,0
4930541O19Rik,0,0,0,0,0,0
4930542C21Rik,0,0,2,1,1,0
4930542D17Rik,0,2,0,1,0,0
4930542M03Rik,0,0,0,0,0,0
4930542N06Rik,39,28,28.5,29,17,39.5
4930543D07Rik,44.5,31,42.5,98.5,134,129
4930543E12Rik,0,1,0,0,0,0
4930543I03Rik,0,0,0,0.5,0,0
4930543I11Rik,1,0,0,0,0,0
4930543N07Rik,0,0,0,1,0,0
4930544D05Rik,0.5,0,0,0,0.5,1
4930544F09Rik,6,2.5,5,11,13,17
4930544G11Rik,0,1,0,3,4,1
4930544M13Rik,4,0,2,1,2,1
4930545E07Rik,0,0,0,1,0,0
4930545H06Rik,0,0,0,0,0,0
4930545L08Rik,0,0,0,0,0,0
4930545L23Rik,9.5,2.5,4.5,5,13,5
4930546C10Rik,2,1,0.5,2,1,4
4930546K05Rik,0,0,0,0,0,0
4930547E08Rik,4,2,2,4,3,3
4930547E14Rik,34.5,23.5,33,23.5,17.33,26
4930547H16Rik,0,0,0,0,0,0
4930548G05Rik,1,0,1,0,2,0
4930548G14Rik,0,0,0,0,0,0
4930548J01Rik,1,0,0,0,0,0
4930548K13Rik,1,1,1,0,2,1
4930549C15Rik,2.5,0.5,0.5,1,1,0.5
4930549G23Rik,1367.83,1114.17,1439.5,1566.33,1694,1696.67
4930549P19Rik,0,0,0,0,0,0
4930550C14Rik,8,12,12,6,2,2
4930550C17Rik,1,2,1,2,2,1
4930551E15Rik,0,0,0,0,0,0
4930552N02Rik,2.5,2.5,2,11.5,13,6.5
4930552P06Rik,0,0,0,0,0,0
4930552P12Rik,38,42,34,30,31,69
4930553C11Rik,1,0,2,0,0,0
4930553E22Rik,1,0,0,0,0,0
