gene,SRR16936780,SRR16936781,SRR16936782,SRR16936792,SRR16936793,SRR16936794
Rmrp,31,16,37,35,20,30
Rmst,0,0,0,0,0,0
Rn4.5s,0,0,0,0,0,0
Rn5s,0,0,0,0,0,0
Rn7s1,5,1,1,4,0,0
Rn7s2,6,0,0,5,4,1
Rn7sk,402,141,171,146,120,132
Rnase1,0,0,0,0,0,0
Rnase10,0,0,0,2,0,6
Rnase11,0,0,0,0,0,0
Rnase12,0,0,2,1,3,3
Rnase13,0,0,0,0,0,0
Rnase2a,2,0,0,1,2,5
Rnase2b,3,4,4,3,3,2
Rnase4,3630,2681,2961,1291,1386,1424
Rnase6,370,221,322,100,130,92
Rnase9,0,0,0,0,0,0
Rnaseh1,1258,908,1066,1079,1202,918
Rnaseh2a,1360,1016,1235,1142,1196,987
Rnaseh2b,922,758,794,782,838,681
Rnaseh2c,1844,1415,1772,1507,1326,1279
Rnasek,5643,4365,5437,4962,5584,4377
Rnasel,7499,5644,6042,2920,3139,2656
Rnaset2a,4529,3189,4183,2728,3415,2601
Rnaset2b,2386,1674,2169,1515,1683,1424
Rnd1,43,25,50,186,249,165
Rnd2,236,242,231,215,230,173
Rnd3,616,431,469,938,1125,1147
Rnf10,14293,10779,12959,11507,12554,10068
Rnf103,2533,2115,2177,2122,2283,1923
Rnf11,4285,3512,3565,3263,3544,3315
Rnf111,6043,4898,5501,4963,5421,4706
Rnf112,0,0,0,0,0,0
Rnf113a1,69,44,55,49,55,43
Rnf113a2,555,442,459,397,440,393
Rnf114,5479,4213,5259,6140,6576,5434
Rnf115,6584,5084,5755,7226,7854,6867
Rnf121,713,578,639,681,741,646
Rnf122,25,21,22,12,18,11
Rnf123,2511,2162,2407,1941,2095,1734
Rnf125,37,36,42,31,32,10
Rnf126,1533,1099,1553,1600,1695,1413
Rnf128,17124,15127,15146,13748,13281,12452
Rnf13,16149,12273,12933,10467,10548,9578
Rnf130,17988,13825,15087,14131,15288,12901
Rnf133,0,0,0,0,0,0
Rnf135,1370,977,1269,1409,1611,1363
Rnf138,1194,870,920,746,864,744
Rnf138rt1,0,0,0,0,0,0
Rnf139,2615,2136,2323,1842,1998,1750
Rnf14,4336,3430,3704,4581,5213,4453
Rnf141,4865,3791,4070,3929,4426,3854
Rnf144a,119,80,105,286,355,376
Rnf144b,711,499,515,62,83,92
Rnf145,4771,3298,4097,3092,3794,2972
Rnf146,2528,2109,2244,1973,2112,1823
Rnf148,0,0,0,0,0,0
Rnf149,27893,24743,26816,29046,32853,28063
Rnf150,12892,10893,11628,4150,4561,4163
Rnf151,2,0,0,0,2,0
Rnf152,4,2,0,2,0,4
Rnf157,1264,1267,1333,849,927,756
Rnf166,3564,2624,3226,2065,2370,1866
Rnf167,1435,1270,1478,798,903,768
Rnf168,2044,1596,1756,1525,1746,1484
Rnf169,2939,2246,2684,1768,2034,1867
Rnf17,209,87,104,209,113,84
Rnf170,1401,1203,1156,877,996,795
Rnf180,1249,832,988,730,774,646
Rnf181,3822,3264,3753,3707,4185,3524
Rnf182,0,0,0,2,0,0
Rnf183,17,14,11,40,34,38
Rnf185,2513,1862,2069,1795,1767,1577
Rnf186,0,0,0,0,0,0
Rnf187,7561,5962,7167,6194,6820,5774
Rnf19a,2782,2481,2642,2358,2763,2575
Rnf19b,7683,5472,7185,10237,12368,10011
Rnf2,3678,2787,2813,3599,4125,3726
Rnf20,4852,4010,4432,4001,4581,3698
Rnf207,0,2,1,4,2,6
Rnf208,6,11,6,0,3,0
Rnf212,0,0,0,0,0,0
Rnf212b,0,0,2,0,0,0
Rnf213,20393,17764,23162,32841,40460,32645
Rnf214,2955,2534,2941,1990,2302,1946
Rnf215,824,712,851,787,820,718
Rnf216,4143,3178,3774,3373,3797,3055
Rnf217,1120,943,1010,637,705,448
Rnf220,4487,3862,4392,3505,3906,3135
Rnf222,0,0,2,0,0,0
Rnf223,2,10,5,2,3,3
Rnf224,0,0,0,0,0,0
Rnf225,6,1,10,3,6,4
Rnf227,191,156,188,94,113,109
Rnf24,1099,835,886,1263,1502,1378
Rnf25,1602,1341,1667,1633,1898,1550
Rnf26,1728,1190,1441,987,1016,857
Rnf31,1858,1461,2095,2374,2631,2181
Rnf32,2,0,3,0,0,0
Rnf34,1863,1590,1743,2066,1913,1616
Rnf38,3719,2605,2788,2118,2475,2115
Rnf39,0,0,0,0,0,0
Rnf4,8201,6265,7404,7523,8170,7055
Rnf40,6204,5065,5740,4527,4849,3908
Rnf41,4689,3514,4387,3530,3754,3058
Rnf43,21,18,12,59,34,29
Rnf44,8693,7116,7881,5676,6604,5618
Rnf5,2345,1758,2138,1712,1823,1535
Rnf6,4392,3453,3720,3944,4190,3681
Rnf7,4359,3665,3805,3968,4215,3636
Rnf8,140,80,102,106,102,95
Rnft1,2714,2034,1958,1947,1857,1807
Rnft2,79,56,88,62,55,51
Rngtt,1621,1315,1583,1919,2048,1820
Rnh1,12620,10420,12607,13892,13606,11514
Rnls,142,90,117,87,83,98
Rnmt,2343,1959,2106,2139,2323,2068
Rnpc3,747,584,555,613,582,584
Rnpep,13935,10728,12856,11552,12017,10329
Rnpepl1,4640,3676,4448,3353,3809,3084
Rnps1,3664,2799,3382,3560,3853,3051
Rnu11,0,2,0,0,0,3
Rnu12,0,0,0,0,0,0
Rnu1a1,5,0,1,0,1,0
Rnu1b1,0,0,0,0,0,0
Rnu1b2,0,0,0,0,0,0
Rnu1b6,0,0,0,0,0,0
Rnu2-10,0,0,0,4,0,0
Rnu5g,0,0,0,0,2,3
Rnu6,0,0,0,0,0,0
Rnu7,8,5,5,9,9,5
Rny1,0,0,0,0,2,0
Rny3,0,0,0,0,0,0
Ro60,1731,1459,1423,1121,1276,1077
Robo1,36,9,34,13,13,10
Robo2,3,3,0,1,0,3
Robo3,1,2,4,0,0,1
Robo4,0,0,0,0,1,0
Rock1,7474,6004,6132,6513,6788,6414
Rock2,7255,5504,5999,5313,5854,5608
Rogdi,1360,908,1163,706,665,516
Rom1,200,204,225,165,144,116
Romo1,2146,1610,2130,1911,2107,1675
Ropn1,0,0,0,0,0,0
Ropn1l,371,255,283,234,227,240
Ror1,0,0,2,4,0,0
Ror2,23,3,13,10,27,9
Rora,1138,948,828,535,443,481
Rorb,0,0,0,0,0,0
Rorc,0,0,0,5,5,1
Ros1,0,0,0,0,0,0
Rp1,0,0,1,0,0,0
Rp1l1,0,0,0,0,0,0
Rp2,6335,4384,4573,4418,4766,4467
Rp9,1723,1285,1401,1089,1315,1047
Rpa1,4332,3090,3406,3557,3371,2927
Rpa2,1007,681,738,695,585,552
Rpa3,331,269,277,252,266,205
Rpa4,2,0,0,6,7,5
Rpain,717,568,752,438,559,465
Rpap1,1369,1019,1269,1178,1226,999
Rpap2,1023,882,917,928,1031,837
Rpap3,1060,877,936,869,973,863
Rpe,2974,2338,2325,2490,2503,2260
Rpe65,0,0,0,0,0,0
Rpf1,1770,1498,1630,1859,1889,1546
Rpf2,699,626,605,879,837,774
Rpgr,181,173,140,141,166,148
Rpgrip1,45,27,39,30,26,27
Rpgrip1l,421,354,323,437,382,324
Rph3a,2,9,21,15,15,11
Rph3al,1,4,0,14,1,0
Rpia,760,558,617,459,517,466
Rpl10,37054,27713,31889,26494,27650,23266
Rpl10a,16228,10508,13790,10418,10178,8182
Rpl10l,0,0,0,0,0,0
Rpl11,24833,18322,20965,18136,19009,15665
Rpl12,27157,21550,24184,20341,20694,17292
Rpl13,30283,22722,27839,22218,22471,18396
Rpl13-ps6,1,5,3,3,3,3
Rpl13a,35574,25833,29830,26162,25781,20761
Rpl14,21879,15720,18122,17005,16426,14004
Rpl14-ps1,78,75,95,55,77,46
Rpl15,13071,9476,11414,10387,11075,9198
Rpl17,29007,23319,25977,22279,23173,19387
Rpl17-ps10,52,42,48,31,38,40
Rpl17-ps8,0,1,3,0,2,1
Rpl18,18594,13103,17102,15718,16297,13145
Rpl18a,25865,18066,23032,18695,18940,14502
Rpl19,32487,26300,31569,29084,30444,24322
Rpl21,27021,21372,24581,20730,22013,17941
Rpl22,13428,9868,11066,10342,10344,8933
Rpl22l1,1653,1021,1024,1066,841,854
Rpl23,47021,37015,41833,33390,34912,27655
Rpl23a,14936,10981,13007,10686,10727,8942
Rpl24,15765,12356,12534,12446,12809,11296
Rpl26,24554,19545,22898,18382,18689,14939
Rpl27,12472,8858,11022,9882,9766,8109
Rpl27a,21839,16780,20800,17912,18042,14861
Rpl27a-ps4,5,7,4,4,3,3
Rpl28,31090,24515,29217,22874,22787,18609
Rpl29,18190,13764,16767,12962,13995,11429
Rpl3,35737,26541,31253,25095,25226,21235
Rpl30,19676,14499,17327,14221,14577,11420
Rpl31,20323,15159,19179,15394,15860,12992
Rpl31-ps12,10,6,2,9,4,4
Rpl32,25994,19899,23921,18856,19268,15715
Rpl32l,16,19,14,12,14,9
Rpl34,18083,13432,15574,13284,13739,11535
Rpl34-ps1,45,47,52,42,41,32
Rpl35,17289,13373,15259,12637,13235,10724
Rpl35a,13863,9961,12096,9998,10277,8315
Rpl36,11441,8740,11034,8829,9315,7375
Rpl36a,9610,7610,8471,6947,6700,5766
Rpl36al,5968,4417,5198,4906,4702,3975
Rpl37,16369,12252,15270,11078,11574,9282
Rpl37a,23513,17408,21343,15524,15907,12882
Rpl37rt,123,70,74,84,82,76
Rpl38,10175,7533,9013,7481,7604,6270
Rpl39,10836,8686,9239,7589,7410,6393
Rpl39l,53,17,105,60,47,69
Rpl3l,9,4,16,3,4,0
Rpl4,50515,38585,44035,38897,39827,33363
Rpl41,24878,18982,23989,19790,20411,16315
Rpl5,25223,19811,22061,19341,19203,16307
Rpl6,31331,23974,27452,23633,24872,20163
Rpl6l,24,31,37,30,32,17
Rpl7,30665,23413,26206,22222,23180,19377
Rpl7a,32866,24727,30232,24730,25816,20815
Rpl7l1,6373,4771,5422,6089,6339,5352
Rpl8,28304,22032,26818,24685,25461,21108
Rpl9,21886,17104,18946,18836,19596,16405
Rplp0,58208,45265,56047,52930,52699,43671
Rplp1,50229,38853,47086,41393,42440,34503
Rplp2,22421,16654,19688,17540,17791,14268
Rplp2-ps1,0,0,0,0,0,0
Rpn1,13010,9565,10812,9535,9028,7679
Rpn2,13649,10365,11967,11332,11666,9632
Rpp14,0,0,0,0,0,0
Rpp21,480,362,463,393,452,420
Rpp25,7,6,2,9,4,0
Rpp25l,619,460,630,554,594,468
Rpp30,582,473,483,527,581,457
Rpp38,198,162,194,241,247,189
Rpp40,188,152,146,234,213,195
Rpph1,48,34,33,44,33,37
Rprd1a,615,516,610,517,504,510
Rprd1b,1421,1254,1331,1102,1277,1082
Rprd2,3257,2523,2917,2903,2888,2441
Rprl1,0,0,0,0,0,0
Rprl2,0,0,0,0,0,0
Rprl3,0,0,0,0,0,0
Rprm,0,0,0,2,3,0
Rprml,0,0,0,0,0,0
Rps10,15844,12372,14474,12836,12902,10528
Rps11,27283,20634,24794,19135,19319,15437
Rps12,32794,24719,30594,25553,24735,20143
Rps12-ps10,5,10,2,5,6,5
Rps12-ps11,0,0,0,0,0,0
Rps12-ps12,1,0,0,0,0,0
Rps12-ps13,0,0,0,0,0,0
Rps12-ps14,0,0,0,0,0,0
Rps12-ps15,0,0,0,0,0,0
Rps12-ps16,0,0,0,0,0,0
Rps12-ps18,0,0,0,0,0,0
Rps12-ps24,0,1,0,0,1,1
Rps13,16324,12004,14134,12131,12151,10240
Rps14,42575,30925,37224,34496,34836,27460
Rps15,26210,19510,24957,19362,20136,16447
Rps15a,17139,13360,15454,14146,14593,11726
Rps15a-ps4,18,20,7,6,5,2
Rps15a-ps5,8,4,6,13,10,4
Rps15a-ps6,73,57,51,70,49,57
Rps16,31429,22861,28178,22770,22882,18633
Rps17,20630,16390,19868,16957,17414,14408
Rps18,25527,19522,23367,22622,22973,18619
Rps18-ps4,3,2,0,0,0,0
Rps19,23076,17258,20718,16777,17152,14190
Rps19-ps3,0,0,0,0,0,0
Rps19bp1,946,850,1124,1082,1213,894
Rps2,42029,30489,37486,41054,40500,33367
Rps20,19856,15074,18171,14873,15207,12400
Rps21,16136,12043,14342,11361,11604,9280
Rps23,39706,30372,35234,29974,31214,25326
Rps23rg1,0,0,0,2,0,0
Rps24,30985,25859,27676,23080,24234,20664
Rps25,25966,19884,21692,19020,19380,16255
Rps26,20582,15122,17709,16256,16273,12975
Rps27,18122,14422,14802,12090,13822,11505
Rps27a,25747,19147,22572,20914,20968,17975
Rps27l,5357,4207,4754,4674,5505,4613
Rps27rt,60,36,45,38,42,25
Rps28,18802,15162,18050,13096,13603,11515
Rps29,29125,22995,27372,19233,20550,16748
Rps3,39326,28205,33867,32539,32610,26406
Rps3a1,29868,22264,25814,22395,22550,18790
Rps4l,240,158,265,224,227,224
Rps4x,44891,33471,38788,29637,29385,24597
Rps5,21707,15485,19520,16121,16039,12744
Rps6,14685,10910,13108,11394,11987,9842
Rps6-ps4,86,79,70,85,92,77
Rps6ka1,13360,9431,11584,9252,9802,7919
Rps6ka2,491,442,519,534,457,310
Rps6ka3,9367,7112,7996,6573,6792,6268
Rps6ka4,4481,3305,4135,4592,5249,4178
Rps6ka5,1263,857,887,513,468,473
Rps6ka6,1,0,0,1,0,0
Rps6kb1,2563,1956,2091,2083,2192,1967
Rps6kb2,983,732,959,784,934,692
Rps6kc1,2661,2171,2386,2365,2461,2018
Rps6kl1,1,0,0,0,1,0
Rps7,22377,15419,18255,15614,15650,12701
Rps8,28295,22452,24648,22340,23231,19590
Rps9,35893,25225,30666,25836,25840,21533
Rpsa,38611,26882,32593,32398,30617,25324
Rptn,0,0,0,0,0,0
Rptor,4372,3403,3968,4274,4351,3844
Rptoros,3,2,0,5,6,0
Rpusd1,553,502,526,458,510,436
Rpusd2,409,373,321,338,317,271
Rpusd3,58,65,68,80,76,56
Rpusd4,1034,871,951,981,1103,857
Rrad,696,482,656,876,1102,806
Rraga,3249,2491,3005,2769,2703,2307
Rragb,21,7,6,8,0,5
Rragc,17019,13559,15093,11914,11942,10655
Rragd,1061,1190,1218,1290,1290,1120
Rras,2071,1638,1927,1888,1991,1788
Rras2,162,75,161,122,131,137
Rrbp1,48443,41102,47849,42775,50132,40288
Rreb1,7192,6446,7035,6057,5950,5222
Rrh,0,5,0,1,0,0
Rrm1,4768,2911,3370,3360,2689,2544
Rrm2,2567,1362,1538,1917,1174,1293
Rrm2b,1044,867,773,849,938,923
Rrn3,2847,2199,2475,2703,2866,2553
Rrp1,11165,9518,10730,10497,11077,9139
Rrp12,1456,1080,1423,1629,1766,1360
Rrp15,868,612,694,904,886,781
Rrp1b,987,787,953,885,878,777
Rrp36,1491,1166,1307,1347,1520,1240
Rrp7a,5578,4226,5181,5865,6510,5246
Rrp8,1175,949,1188,1070,1160,1044
Rrp9,884,653,944,1137,1193,1020
Rrs1,2443,1586,2053,2747,2921,2387
Rs1,0,0,0,0,0,0
Rsad1,590,481,645,673,763,612
Rsad2,1772,1522,1348,34324,30276,30464
Rsbn1,1673,1358,1477,1252,1280,1319
Rsbn1l,4453,3624,3377,3049,3199,2805
Rsc1a1,2,2,2,0,4,2
Rsf1,3511,2775,2940,2864,3121,2766
Rsf1os1,0,0,0,0,0,0
Rsf1os2,1,1,1,6,1,0
Rskr,21,21,38,33,24,19
Rsl1,426,444,399,431,540,463
Rsl1d1,3918,3024,3292,4273,4453,4104
Rsl24d1,2521,1690,1964,2175,2069,1802
Rslcan18,52,43,44,62,56,57
Rsph1,44,45,46,49,43,24
Rsph14,0,0,0,0,0,0
Rsph3a,423,335,392,369,349,304
Rsph3b,300,271,337,242,256,230
Rsph4a,0,0,0,0,0,0
Rsph6a,0,1,2,3,1,0
Rsph9,147,134,136,71,92,79
Rspo1,0,10,1,1,4,2
Rspo2,36,15,35,7,24,18
Rspo3,4,0,2,0,6,0
Rspo4,0,0,0,0,5,0
Rspry1,1945,1468,1769,1735,1854,1760
Rsrc1,3362,2586,2834,2443,2661,2351
Rsrc2,3425,2747,3104,3637,4032,3414
Rsrp1,17713,12392,16150,8441,8726,7389
Rsu1,4872,3575,4062,3690,3867,3210
Rtbdn,0,0,0,0,0,0
Rtca,1667,1169,1338,1434,1535,1181
Rtcb,9621,7120,8027,6360,7271,5724
Rtel1,747,547,707,735,605,530
Rtf1,4190,3360,3550,3270,3356,2812
Rtf2,10534,8753,10042,9626,9949,8146
Rtkn,165,124,174,95,133,81
Rtkn2,23,7,8,5,2,7
Rtl1,0,0,0,0,0,0
Rtl3,0,0,0,0,0,0
Rtl4,0,0,0,1,0,1
Rtl5,2611,2209,2769,2377,2518,2055
Rtl6,287,190,222,159,168,124
Rtl8a,247,197,204,152,157,120
Rtl8b,350,236,300,220,189,177
Rtl8c,268,180,207,116,118,99
Rtl9,4,1,3,1,1,1
Rtn1,65,59,71,64,93,46
Rtn2,51,51,71,158,255,166
Rtn3,17562,14193,15591,12597,13705,11904
Rtn4,44747,34053,36843,38714,37751,33176
Rtn4ip1,642,520,590,601,668,508
Rtn4r,6,4,3,6,8,8
Rtn4rl1,388,149,180,44,39,37
Rtn4rl2,21,3,9,15,9,2
Rtp1,0,0,0,0,0,0
Rtp2,0,0,0,0,0,0
Rtp3,0,0,0,0,0,0
Rtp4,1878,1384,1852,6182,7435,6398
Rtraf,5019,3866,4131,4104,4289,3743
Rttn,477,379,450,258,233,247
Rubcn,3982,2827,3545,2144,2105,1856
Rubcnl,448,357,375,197,193,181
Rubie,0,0,2,0,0,0
Rufy1,3334,2639,3028,2411,2496,2345
Rufy2,991,801,831,819,840,728
Rufy3,8259,6418,7283,7387,8738,7151
Rufy4,0,2,0,4,0,0
Rundc1,1591,1288,1534,1344,1494,1251
Rundc3a,50,49,47,67,65,24
Rundc3b,24,14,20,14,6,12
Runx1,5660,4403,5061,3958,4397,4160
Runx1t1,9,1,12,3,2,1
Runx2,356,175,246,255,218,158
Runx2os3,0,0,0,0,0,0
Runx3,646,355,434,389,234,238
Rusc1,775,558,690,484,519,418
Rusc2,4893,3838,4707,4494,4681,3861
Rusf1,1365,1202,1337,1133,1211,986
Ruvbl1,1374,977,1168,1275,1299,1084
Ruvbl2,1576,1177,1424,1714,1721,1409
Rwdd1,1813,1384,1487,1646,1768,1370
Rwdd2a,104,47,74,33,37,29
Rwdd2b,447,346,371,398,434,360
Rwdd3,85,80,50,56,36,37
Rwdd4a,1469,1068,1214,1408,1472,1238
Rxfp1,0,0,0,0,0,0
Rxfp2,0,0,0,0,0,0
Rxfp3,0,0,1,0,0,3
Rxfp4,0,0,0,0,0,0
Rxra,17795,14143,16414,9439,11034,8075
Rxrb,3411,2726,3470,2187,2344,1978
Rxrg,0,0,0,1,3,3
Rxylt1,1968,1486,1654,1614,1764,1617
Rybp,2088,1713,1761,1334,1455,1334
Rybp-ps,19,9,4,10,0,13
Ryk,300,85,188,242,261,211
Ryr1,33,21,25,23,14,12
Ryr2,0,3,0,0,0,0
Ryr3,4,0,0,1,0,0
S100a1,3636,2867,3351,2579,2607,2008
S100a10,2468,1915,2364,3376,3066,3101
S100a11,4487,3523,4755,4194,3965,3603
S100a13,975,755,927,825,729,715
S100a14,0,0,2,1,1,0
S100a16,78,13,76,40,70,40
S100a2,0,0,0,0,0,0
S100a3,0,0,2,4,1,3
S100a4,1144,1080,1393,3244,2374,3022
S100a5,0,0,0,0,0,0
S100a6,5,4,2,5,3,3
S100a7a,0,0,0,0,0,0
S100a7l2,0,0,0,0,0,0
S100a8,185,188,258,180,173,167
S100a9,23,28,24,4,2,1
S100b,7,0,5,3,5,7
S100g,0,0,0,0,0,0
S100pbp,1653,1161,1390,1339,1263,1146
S100z,0,0,0,0,0,0
S1pr1,7733,6720,8117,4498,5750,4855
S1pr2,8152,6192,6937,7084,7410,6106
S1pr3,49,27,43,47,41,41
S1pr4,19,24,12,27,63,31
S1pr5,0,0,2,0,2,0
S2bpcox16,0,0,0,0,0,0
Saa1,0,0,0,0,0,0
Saa2,0,1,0,0,0,0
Saa3,2398,3153,3146,6877,7037,5589
Saa4,0,0,0,0,0,0
Saal1,441,283,287,345,358,346
Sac3d1,319,274,357,355,375,294
Sacm1l,7089,5335,5437,6987,7198,6620
Sacs,1114,846,1033,967,893,800
Sae1,4535,3173,3889,3896,3711,3012
Safb,5637,4197,5496,4311,4530,3897
Safb2,8204,7009,9116,6506,7761,6367
Sag,11,19,26,13,14,16
Sagsin1,0,0,0,0,0,0
Sall1,0,0,0,0,0,0
Sall2,323,284,295,281,288,189
Sall3,0,0,0,3,0,0
Sall4,0,0,0,0,0,0
Samd1,3638,2526,3040,1980,2074,1611
Samd10,207,169,235,156,143,114
Samd11,9,12,9,11,8,4
Samd12,39,46,36,15,20,11
Samd13,0,0,7,2,0,0
Samd14,16,11,29,23,18,16
Samd15,20,11,8,6,15,8
Samd3,1,0,1,0,0,0
Samd4,315,179,243,203,226,171
Samd4b,3792,3013,3674,4187,4842,3965
Samd5,13,18,27,7,8,2
Samd7,0,0,0,0,0,0
Samd8,5241,5282,5105,4120,4141,3791
Samd9l,3911,2772,2901,6338,6486,6125
Samhd1,18516,14719,16992,17555,21204,17497
Samm50,6544,5163,5632,6130,6033,5007
Samsn1,1669,1311,1323,2152,2844,2431
Samt1,0,0,0,0,0,0
Samt1b,0,0,0,0,0,0
Samt1c,0,0,0,0,0,0
Samt1d,0,0,0,0,0,0
Samt2,0,0,0,0,0,0
Samt2b,0,0,0,0,0,0
Samt3,0,0,0,0,0,0
Samt4,0,0,0,0,0,0
Sanbr,1871,1323,1408,1725,1695,1591
Sap130,3084,2593,3248,2721,2897,2444
Sap18,5064,3868,4650,4146,4574,3851
Sap18b,24,20,29,31,21,17
Sap25,0,0,0,0,0,0
Sap30,1339,973,1196,2281,2243,2070
Sap30bp,2581,2160,2423,2279,2520,2037
Sap30l,1448,1091,1167,1065,1241,946
Sapcd1,7,5,1,4,8,6
Sapcd2,48,46,52,56,24,15
Sar1a,7165,5227,5944,6381,6509,5583
Sar1b,3610,2925,3320,3509,3744,2994
Saraf,11897,9214,11180,8396,9167,7666
Sardh,187,139,172,37,60,40
Sarm1,7,9,12,15,3,9
Sarnp,1937,1553,1491,1557,1630,1541
Sars1,6588,5177,6198,5654,5941,4714
Sars2,444,391,498,534,514,375
Sart1,6172,5026,6145,5296,5627,4435
Sart3,3320,2506,3001,2810,2935,2524
Sash1,45749,38908,41204,38501,44001,36267
Sash3,5269,3968,4861,2846,3108,2580
Sass6,533,349,416,400,415,435
Sat1,34047,27919,30062,17542,19894,16854
Sat2,97,57,78,71,55,57
Satb1,160,135,117,44,50,43
Satb2,71,54,54,72,70,64
Satl1,0,0,0,0,0,0
Sav1,3820,2985,3498,3879,4279,3565
Saxo1,0,0,0,0,0,0
Saxo1os,0,0,0,0,0,0
Saxo2,11,5,13,5,5,2
Saxo3,0,0,0,0,0,0
Saxo4,8,5,3,4,2,10
Saxo5,0,0,0,0,1,0
Saysd1,360,360,325,346,371,292
Sbds,4006,3191,3822,3968,4670,3770
Sbf1,6823,4885,6546,5427,5682,4606
Sbf2,10871,9046,9984,7219,7879,6675
Sbk1,461,312,422,244,285,241
Sbk2,16,13,4,7,0,5
Sbk3,4,1,0,8,2,1
Sbno1,8288,6770,7609,8009,8559,7540
Sbno2,14561,10716,14406,11013,12566,9757
Sbp,0,0,0,0,0,0
Sbpl,0,0,0,0,0,0
Sbsn,169,122,186,175,168,122
Sbspon,0,0,0,0,0,0
Sc5d,2236,1599,1552,825,849,681
Scaf1,7264,5588,7006,6928,7851,5995
Scaf11,11820,9328,10065,9277,10097,8928
Scaf4,4103,3171,3732,3479,3505,2945
Scaf8,4440,3683,4067,4193,4594,3745
Scai,383,265,274,198,151,150
Scamp1,7682,5780,5948,4295,4744,4154
Scamp2,8513,6561,7647,5253,5712,4723
Scamp3,46,40,66,39,59,34
Scamp4,2123,1665,2162,1954,1976,1711
Scamp5,6929,5247,6450,4399,4406,3882
Scand1,3588,2554,3074,2637,3030,2244
Scap,3636,3020,3711,2673,2968,2340
Scaper,1365,985,1151,1054,1130,946
Scara3,59,17,55,42,33,32
Scara5,0,0,0,2,0,0
Scarb1,6946,4974,5925,4426,4601,3773
Scarb2,26389,21716,23761,13953,14918,12717
Scarf1,4249,3244,4532,2957,3929,3152
Scarf2,357,229,324,203,211,176
Scarletltr,9,2,2,5,13,4
Scarna10,0,1,0,0,0,0
Scarna13,2,0,1,3,10,5
Scarna17,1,0,0,0,0,1
Scarna2,3,2,12,3,4,0
Scarna3a,0,0,1,0,0,2
Scarna3b,0,0,0,0,1,0
Scarna6,4,3,2,1,1,1
Scarna8,0,0,0,0,1,0
Scarna9,0,0,2,0,1,0
Scart1,0,0,0,0,0,0
Scart2,4,0,0,0,0,0
Sccpdh,611,397,560,788,827,699
Scd1,69,13,48,48,46,38
Scd2,4483,3042,3556,3303,2882,2768
Scd3,0,0,0,0,0,0
Scd4,0,3,0,0,0,0
Scel,79,35,26,40,29,35
Scfd1,2535,1901,2063,2052,2305,1941
Scfd2,755,528,620,423,436,389
Scg2,0,0,0,0,0,0
Scg3,0,0,1,1,0,0
Scg5,0,5,3,0,0,0
Scgb1a1,0,0,0,0,0,0
Scgb1b10,0,0,0,0,0,0
Scgb1b12,0,0,0,0,0,0
Scgb1b15,0,0,0,0,0,0
Scgb1b17,0,0,0,0,0,0
Scgb1b19,0,0,0,0,0,0
Scgb1b2,0,0,0,0,0,0
Scgb1b20,0,0,0,0,0,0
Scgb1b24,0,0,0,0,0,0
Scgb1b26-ps,0,0,0,0,0,0
Scgb1b27,0,0,0,0,0,0
Scgb1b29,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,0
Scgb1b30,0,0,0,0,0,0
Scgb1b7,0,0,0,0,0,0
Scgb1c1,0,0,0,0,0,0
Scgb2a2,0,0,0,0,0,0
Scgb2b1,0,0,0,0,0,0
Scgb2b10,0,0,0,0,0,0
Scgb2b11,0,0,0,0,0,0
Scgb2b12,0,0,0,0,0,0
Scgb2b13-ps,0,0,0,0,0,0
Scgb2b15,0,0,0,0,0,0
Scgb2b17,0,0,0,0,0,0
Scgb2b18,0,0,0,0,0,0
Scgb2b19,0,0,0,0,0,0
Scgb2b2,0,0,0,0,0,0
Scgb2b20,0,0,0,0,0,0
Scgb2b21,0,0,0,0,0,0
Scgb2b23-ps,0,0,0,0,0,0
Scgb2b24,0,0,0,0,0,0
Scgb2b26,0,0,0,0,0,0
Scgb2b27,0,0,0,0,0,0
Scgb2b3,0,0,0,0,0,0
Scgb2b30,0,0,0,0,0,0
Scgb2b33,0,0,0,0,0,0
Scgb2b4-ps,0,0,0,0,0,0
Scgb2b6,0,0,0,0,0,0
Scgb2b7,0,0,0,0,0,0
Scgb3a1,0,0,0,0,0,0
Scgb3a2,0,0,0,0,0,0
Scgn,0,0,0,0,0,0
Schip1,3,0,0,1,0,0
Scimp,45,13,42,9,13,8
Scin,0,1,2,5,3,4
Sclt1,541,463,442,308,332,278
Scly,2068,1632,1886,1587,1837,1455
Scmh1,1480,1083,1186,983,1004,884
Scml1,0,0,0,0,1,1
Scml2,36,18,18,11,17,14
Scml4,2,3,1,1,1,3
Scn10a,0,0,0,0,0,0
Scn11a,1,0,0,0,6,0
Scn1a,0,0,0,0,0,0
Scn1b,5442,4365,4816,4747,5719,4130
Scn2a,1,0,2,0,6,0
Scn2b,3,2,4,0,0,0
Scn3a,0,0,2,0,0,0
Scn3b,171,147,136,45,54,43
Scn4a,6,5,11,5,4,4
Scn4b,4,0,0,0,0,0
Scn5a,2,0,0,2,0,0
Scn7a,0,0,2,0,0,0
Scn8a,4,0,0,0,0,1
Scn9a,0,0,0,0,0,1
Scnm1,1074,925,1027,892,951,816
Scnn1a,216,133,177,101,115,112
Scnn1b,0,0,0,0,0,0
Scnn1g,0,0,0,0,0,0
Sco1,599,587,607,544,661,568
