gene,SRR13422665,SRR13422666,SRR13422667,SRR13422668,SRR13422669,SRR13422670,SRR13422671,SRR13422672
Qtrt1,100,80,75,104,97,142,98,126
Qtrt2,31,60,20,39,44,70,29,74
R3hcc1,82,95,79,91,73,111,63,143
R3hcc1l,303,277,367,441,365,543,346,459
R3hdm1,1684,1693,1395,1624,1587,3027,1731,2776
R3hdm2,1802,1627,1861,2233,1510,2133,1581,2349
R3hdm4,875,752,677,1259,752,1197,720,1176
R3hdml,0,0,0,0,0,0,0,0
R74862,12,9,7,1,12,9,5,14
Rab10,5618,5548,5399,6856,7110,9474,5358,9822
Rab10os,86,31,40,70,39,50,34,62
Rab11a,5751,5321,4383,6288,8910,17413,7489,14524
Rab11b,1739,1631,1340,2019,1419,1978,1116,2012
Rab11bos1,17,20,17,32,27,33,11,32
Rab11fip1,213,206,221,309,241,201,157,277
Rab11fip2,312,276,320,432,355,393,256,439
Rab11fip3,129,91,92,124,91,116,107,109
Rab11fip4,33,52,30,14,20,29,27,42
Rab11fip4os1,12,2,9,5,12,10,7,20
Rab11fip4os2,0,0,0,0,0,0,0,0
Rab11fip5,3952,3026,2961,4347,3726,5089,3013,5781
Rab12,2423,2230,2330,3044,2309,3407,1843,3439
Rab13,220,153,170,227,209,274,146,244
Rab14,10619,10240,8825,12047,11874,18944,10190,17189
Rab15,3,13,2,14,0,6,7,3
Rab17,0,0,0,0,0,0,0,0
Rab18,2910,2631,2388,3537,3049,4908,2401,4609
Rab19,129,116,96,113,70,85,32,70
Rab1a,5668,5465,4925,6406,7734,14892,6614,11513
Rab1b,1143,953,822,1393,1074,1743,972,1409
Rab20,615,360,556,839,773,1108,546,1046
Rab21,1163,1071,1030,1303,1450,2175,1096,1844
Rab22a,421,372,318,393,334,564,289,459
Rab23,38,34,30,29,36,79,33,72
Rab24,1213,1015,870,1232,1304,1771,965,1966
Rab25,0,0,4,0,0,0,0,0
Rab26,0,0,0,1,2,0,1,0
Rab26os,78,78,50,76,89,134,79,97
Rab27a,133,93,170,213,311,231,203,493
Rab27b,38,19,28,122,4,6,29,28
Rab28,376,219,207,420,402,511,252,488
Rab29,1008,775,813,1059,1031,1597,898,1501
Rab2a,4031,3662,3329,4448,3958,6285,3255,5859
Rab2b,298,358,296,422,307,461,284,430
Rab30,27,8,18,22,24,23,21,48
Rab31,3926,3529,2752,4450,4752,7061,3725,6913
Rab32,4566,4032,3779,5674,10321,20191,8710,15845
Rab33a,4,0,4,4,0,13,11,12
Rab33b,264,233,268,367,246,384,186,369
Rab34,259,143,181,280,224,263,129,343
Rab35,652,622,558,649,646,979,583,998
Rab36,5,8,1,1,15,17,0,4
Rab37,0,7,9,13,12,14,4,5
Rab38,12,7,13,25,19,22,11,26
Rab39,65,55,135,119,118,160,99,214
Rab39b,8,3,2,1,0,0,3,7
Rab3a,101,85,77,135,114,155,82,213
Rab3b,1,0,3,1,4,1,1,0
Rab3c,0,0,0,0,0,0,0,0
Rab3d,706,701,663,821,595,919,558,1107
Rab3gap1,1091,924,1139,1265,1267,1981,1121,1952
Rab3gap2,555,588,471,589,664,999,502,905
Rab3il1,571,411,559,942,1255,1781,1119,1862
Rab3ip,111,83,110,146,66,132,71,140
Rab40b,0,0,3,0,4,14,3,9
Rab40c,908,878,762,1132,668,1177,670,1115
Rab42,42,38,21,82,34,57,52,62
Rab43,1016,763,773,895,734,922,550,997
Rab44,22,6,15,30,12,10,1,16
Rab4a,48,59,62,70,27,36,48,64
Rab4b,510,510,479,805,609,812,519,816
Rab5a,129,71,72,96,77,79,74,107
Rab5b,350,243,263,408,344,398,251,512
Rab5c,4193,4203,3834,5778,5727,9289,5088,8933
Rab5if,2547,2649,2271,3196,2924,5763,2904,4879
Rab6a,7219,6656,6002,7741,6714,10444,5636,9615
Rab6b,496,397,423,613,362,368,315,527
Rab7,6615,6464,5407,7228,6564,10073,5283,8999
Rab7b,7538,7724,5774,7012,5191,7981,3979,6480
Rab8a,2024,2046,2001,2909,2231,3503,2192,3455
Rab8b,3529,2731,3047,4132,3564,5669,3319,5720
Rab9,795,570,627,921,596,997,468,847
Rab9b,0,0,0,5,0,0,0,0
Rabac1,1594,1256,1289,1841,1291,1611,934,1676
Rabep1,2445,2481,2294,2611,1858,2814,1929,2628
Rabep2,411,279,267,411,270,469,277,426
Rabepk,101,185,110,161,148,212,140,206
Rabgap1,1204,989,1058,1475,1050,1453,1054,1563
Rabgap1l,538,458,515,628,401,431,418,623
Rabgef1,440,379,352,580,341,504,295,408
Rabggta,186,168,130,180,219,281,172,306
Rabggtb,1178,1041,938,1410,1193,1681,840,1566
Rabif,163,165,142,171,148,230,145,279
Rabl2,157,79,106,164,102,141,76,185
Rabl3,144,68,65,96,95,176,91,123
Rabl6,1176,1114,927,1394,1111,1786,1046,1783
Rac1,6892,6733,6184,7814,7112,12161,5998,11242
Rac2,2477,2021,2176,3212,2554,4016,2519,4186
Rac3,0,4,0,2,10,22,7,32
Racgap1,282,218,195,263,499,1686,639,1108
Rack1,13144,11536,10836,16142,11469,19724,11397,20317
Rad1,278,296,274,311,260,423,257,411
Rad17,1625,1245,1100,1362,1542,2050,1179,2149
Rad18,99,73,61,111,103,176,100,127
Rad21,3449,3312,3156,4266,4462,7933,3996,6707
Rad21l,0,0,0,0,0,0,0,0
Rad23a,459,381,368,473,500,757,457,669
Rad23b,2386,2584,1962,2705,2344,4779,2138,3905
Rad50,1627,1747,1719,1970,1696,2692,1847,2718
Rad51,48,43,49,72,145,543,209,327
Rad51ap1,43,42,43,39,132,462,250,282
Rad51ap2,0,0,0,0,0,0,0,0
Rad51b,13,13,40,54,44,43,26,79
Rad51c,9,27,5,26,17,69,38,63
Rad51d,234,212,202,323,226,259,176,278
Rad52,209,155,159,235,110,202,105,250
Rad54b,40,11,12,8,30,129,54,51
Rad54l,42,63,35,86,179,453,227,362
Rad54l2,432,266,364,392,342,425,310,473
Rad9a,136,80,82,148,84,158,87,185
Rad9b,11,16,15,15,8,18,14,27
Radil,0,0,0,0,8,1,0,3
Radx,206,239,150,145,338,480,232,343
Rae1,439,484,382,458,496,763,420,702
Raet1d,9,26,18,16,46,95,39,71
Raet1e,6,18,8,11,9,39,7,21
Raf1,579,324,240,621,405,443,254,484
Rag1,0,0,0,0,0,0,0,0
Rag2,0,0,0,0,0,1,0,0
Rai1,540,418,405,678,525,478,416,714
Rai14,585,350,433,709,544,582,385,538
Rai2,0,0,0,0,0,8,0,0
Rala,2189,2652,1948,2263,2404,3595,1968,3178
Ralb,808,698,706,886,917,1768,979,1858
Ralbp1,2980,2969,3003,3666,3393,4743,2813,5211
Ralgapa1,688,682,647,957,749,684,582,1033
Ralgapa2,1112,1125,776,1083,1011,1428,875,1351
Ralgapb,1008,956,883,1194,1039,1371,784,1350
Ralgds,360,267,513,671,781,952,609,958
Ralgps1,76,70,51,124,103,148,70,135
Ralgps2,400,176,374,466,664,724,892,1078
Raly,30,36,31,30,22,39,20,32
Ralyl,0,0,0,0,0,0,0,0
Ramac,302,229,258,279,316,413,201,403
Ramacl,19,2,14,15,12,28,16,48
Ramp1,80,65,57,99,17,18,20,9
Ramp2,0,2,3,4,6,2,1,4
Ramp3,120,106,79,117,176,234,134,247
Ran,2258,1911,1833,2098,2788,5959,2723,4602
Ranbp1,1259,1208,1108,1604,1565,2991,1851,2617
Ranbp10,701,706,635,728,489,824,477,763
Ranbp17,1,3,3,1,3,0,4,3
Ranbp2,1568,1311,1713,2101,1874,2472,1831,2595
Ranbp3,307,320,241,328,240,418,211,421
Ranbp3l,0,0,0,0,0,0,0,0
Ranbp6,112,113,130,133,131,214,123,207
Ranbp9,946,828,708,992,725,1082,548,1171
Rangap1,900,892,873,972,1169,2533,1193,1742
Rangrf,1,5,2,0,6,8,6,13
Rap1a,3849,3820,3358,4906,4742,7755,3798,7670
Rap1b,8479,7254,6738,8971,9242,17465,8648,17685
Rap1gap,16,27,9,27,7,21,12,16
Rap1gap2,381,421,311,415,324,373,244,490
Rap1gapos,0,0,0,0,0,0,0,0
Rap1gds1,1446,1208,1161,1604,1852,2915,1583,2921
Rap2a,1703,1567,1251,1700,1801,2520,1355,2031
Rap2b,5535,5094,4897,6193,7445,11124,6854,10559
Rap2c,1358,1137,1221,1465,1580,2278,1328,2347
Rapgef1,766,903,731,978,1038,1521,809,1260
Rapgef2,542,334,492,739,500,553,398,793
Rapgef3,53,19,17,12,3,12,8,13
Rapgef3os2,0,0,0,0,0,3,0,0
Rapgef4,23,0,9,19,11,8,13,38
Rapgef5,349,314,383,322,688,1390,758,995
Rapgef6,1672,1105,1292,1784,1342,1791,1321,1817
Rapgefl1,2,0,6,5,0,5,4,24
Raph1,2353,1891,1603,2149,2526,3339,2213,3595
Rapsn,1,4,4,20,22,16,4,20
Rara,197,183,140,221,275,323,163,411
Rarb,21,18,13,58,38,27,20,28
Rarg,558,632,640,972,631,500,311,869
Rarres1,45,35,15,28,27,36,5,31
Rarres2,17,0,8,9,12,3,3,5
Rars1,1152,1105,1272,1394,1252,2310,1241,1972
Rars2,361,263,183,295,279,461,222,423
Rasa1,5820,6028,5289,5831,4595,6887,4178,6330
Rasa2,636,536,539,759,982,1125,746,1278
Rasa3,4087,3658,3127,4401,3257,3642,2042,3770
Rasa4,1112,921,929,1626,657,917,420,696
Rasal1,12,21,9,18,3,1,6,5
Rasal2,793,529,613,792,986,1078,749,1368
Rasal3,87,112,117,194,102,149,116,121
Rasd1,0,0,2,2,0,1,2,0
Rasd2,10,1,2,12,0,0,1,1
Rasef,0,0,0,0,0,0,0,0
Rasgef1a,143,119,82,119,106,124,55,94
Rasgef1b,665,723,562,584,408,845,496,655
Rasgef1c,0,0,0,0,0,0,0,0
Rasgrf1,0,3,2,3,6,0,0,0
Rasgrf2,97,41,64,100,43,113,54,90
Rasgrp1,49,35,79,178,84,91,90,201
Rasgrp2,749,610,466,949,923,1087,847,1542
Rasgrp3,1164,941,654,973,966,1264,797,1399
Rasgrp4,109,51,128,125,365,338,242,660
Rasip1,0,2,11,2,0,1,6,6
Rasl10a,2,0,0,1,7,0,0,0
Rasl10b,0,3,0,0,0,0,0,0
Rasl11a,22,13,7,11,15,19,3,17
Rasl11b,4,9,0,3,0,6,9,17
Rasl12,1,0,3,1,1,0,2,6
Rasl2-9,17,1,4,28,24,29,9,34
Rassf1,609,653,478,705,577,747,530,915
Rassf10,0,0,0,7,0,0,0,2
Rassf2,2187,1733,1645,2562,2671,2914,1829,3538
Rassf3,2851,2056,2080,3092,2258,2805,1528,3374
Rassf4,4438,3848,5106,6092,3855,5012,4002,6699
Rassf5,1332,1059,988,1751,1608,2416,1374,2422
Rassf6,5,3,0,1,0,2,0,0
Rassf7,4,14,16,13,24,75,34,53
Rassf8,1687,1610,1206,1354,1336,1555,801,1141
Rassf9,4,1,0,0,0,0,1,1
Raver1,57,65,59,129,90,146,89,153
Raver2,4,5,5,12,0,0,2,0
Rax,10,3,5,9,5,1,9,2
Rb1,1211,988,940,1337,1219,1487,969,1613
Rb1cc1,2131,1843,1965,2636,2062,2506,1765,3165
Rbak,169,175,156,222,194,193,121,256
Rbakdn,0,4,2,5,0,4,1,0
Rbbp4,2892,2658,2133,3135,3362,5846,2722,5009
Rbbp5,532,622,587,781,803,1169,670,1032
Rbbp6,2361,2256,2067,2596,2297,3279,2137,3531
Rbbp7,1657,1428,1148,1551,1512,2916,1433,2588
Rbbp8,595,598,665,745,818,1325,936,1228
Rbbp8nl,0,0,0,0,0,0,1,0
Rbbp9,208,141,136,266,257,276,114,311
Rbck1,840,701,687,1015,792,1001,695,1093
Rbfa,435,357,314,606,272,480,336,585
Rbfaos,0,0,0,0,0,0,0,0
Rbfox1,106,62,87,67,17,29,15,12
Rbfox2,259,260,224,402,240,371,168,319
Rbfox3,5,5,5,8,12,17,2,13
Rbis,729,717,553,857,682,1063,542,1003
Rbks,82,87,48,115,93,191,89,166
Rbl1,225,258,219,259,332,704,428,536
Rbl2,877,544,752,840,800,957,804,1068
Rbm10,306,248,224,345,360,430,297,464
Rbm11,18,3,15,4,6,2,8,11
Rbm12,591,498,474,737,548,939,545,842
Rbm12b1,60,29,36,73,53,49,53,78
Rbm12b2,364,151,188,388,198,283,180,407
Rbm14,397,234,303,351,255,547,279,476
Rbm15,725,533,565,855,651,971,645,1075
Rbm15b,283,236,226,355,273,335,216,405
Rbm17,1827,1501,1395,2131,2053,3094,1518,2694
Rbm18,239,230,260,308,285,417,242,453
Rbm19,250,113,91,187,136,261,141,217
Rbm20,0,0,0,3,1,0,0,0
Rbm22,1003,824,798,1020,862,1153,657,1162
Rbm24,0,0,0,9,0,0,0,0
Rbm25,4574,4971,4310,4568,4464,6881,4658,7515
Rbm26,2363,1939,1741,2491,2002,2659,1786,3138
Rbm27,1834,1469,1646,1760,1827,2374,1654,2756
Rbm28,1340,1192,1119,1452,1221,1841,1265,1778
Rbm3,79,80,109,171,158,158,166,159
Rbm3-ps,15,9,5,16,7,9,15,12
Rbm31y,0,0,0,0,0,0,0,0
Rbm33,825,652,785,925,652,842,690,1102
Rbm34,556,380,391,602,613,735,451,881
Rbm38,101,77,64,115,79,234,120,243
Rbm39,8034,7675,6785,8512,6911,9685,6197,11703
Rbm3os,15,2,4,3,6,1,2,18
Rbm4,0,0,0,0,0,0,0,0
Rbm41,153,156,215,219,195,232,163,262
Rbm42,869,919,796,1128,912,1191,696,1136
Rbm43,208,196,193,233,187,187,164,262
Rbm44,0,0,0,0,0,18,2,4
Rbm45,533,520,450,593,499,769,417,555
Rbm46,1,1,1,5,0,0,0,0
Rbm46os,0,0,0,0,0,0,0,6
Rbm47,6161,5200,4106,5920,6074,8107,4428,7520
Rbm48,289,305,271,319,261,354,246,407
Rbm4b,139,131,99,110,128,166,69,141
Rbm5,2516,2345,2108,2927,2696,3157,2284,3932
Rbm6,938,800,813,1067,872,1156,834,1276
Rbm7,1546,1267,1249,1873,1634,2187,1125,2274
Rbm8a,1977,2059,1706,2396,1934,3621,2059,2988
Rbms1,13390,12385,10944,14751,17175,22612,12300,23569
Rbms2,633,488,387,612,365,662,310,662
Rbms3,153,162,113,237,116,140,44,85
Rbmx,293,212,197,329,261,403,264,346
Rbmx2,134,74,76,76,83,142,97,171
Rbmxl1,216,177,148,210,217,331,201,296
Rbmxl2,0,0,0,0,0,0,0,0
Rbmy,0,0,0,0,0,0,0,0
Rbmyf1,0,0,0,0,0,0,0,0
Rbmyf2,0,0,0,0,0,0,0,0
Rbmyf3,0,0,0,0,0,0,0,0
Rbmyf5,0,0,0,0,0,0,0,0
Rbmyf6,0,0,0,0,0,0,0,0
Rbmyf7,0,0,0,0,0,0,0,0
Rbmyf8,0,0,0,0,0,0,0,0
Rbmyf9,0,0,0,0,0,0,0,0
Rbp1,108,114,92,232,112,135,59,129
Rbp2,0,0,0,0,0,0,0,0
Rbp3,0,0,0,5,1,1,0,0
Rbp4,6,2,0,1,0,0,0,7
Rbp7,0,0,0,0,0,0,0,0
Rbpj,1354,1148,1271,1813,2945,3752,2873,5840
Rbpjl,0,0,0,0,0,0,0,0
Rbpms,553,375,371,647,593,635,409,807
Rbpms2,92,122,89,102,92,81,49,76
Rbsn,458,417,403,509,451,610,478,784
Rbx1,1999,1814,1594,2302,2198,3169,1708,2889
Rc3h1,1345,927,1131,1414,1255,1420,1076,1693
Rc3h2,1444,1327,1366,1965,1262,2056,1297,1994
Rcan1,390,475,393,491,414,465,250,431
Rcan2,30,24,12,38,3,10,2,19
Rcan3,321,231,249,334,340,473,289,539
Rcbtb1,684,570,570,754,718,911,629,874
Rcbtb2,2253,2068,2047,2929,2421,3076,1723,3298
Rcc1,299,407,284,403,431,859,406,733
Rcc1l,160,215,179,230,175,302,191,333
Rcc2,1314,1384,995,1594,1652,2882,1561,2279
Rccd1,3,20,14,36,2,12,19,20
Rce1,213,153,142,197,172,281,119,230
Rchy1,883,681,589,926,755,1070,666,1139
Rcl1,227,219,205,309,181,347,190,297
Rcn1,468,453,437,544,356,512,272,433
Rcn2,975,958,808,1226,1122,1708,859,1540
Rcn3,245,230,190,281,135,197,106,191
Rcor1,2394,2121,1627,2324,2134,3127,1736,3223
Rcor2,13,14,6,22,29,21,22,43
Rcor3,536,510,429,583,566,812,419,770
Rcsd1,382,270,309,468,420,647,438,762
Rcvrn,0,0,0,1,3,0,0,3
Rd3,11,7,12,17,20,56,23,70
Rd3l,0,0,0,0,0,0,0,0
Rdh1,0,0,0,0,0,2,0,4
Rdh10,104,97,63,118,152,272,117,241
Rdh11,498,545,472,565,532,801,458,783
Rdh12,6,17,27,23,28,45,18,31
Rdh13,138,135,128,145,138,258,133,212
Rdh14,388,427,281,542,405,582,279,563
Rdh16,0,0,0,0,0,0,0,0
Rdh16f2,0,0,0,0,0,0,0,0
Rdh18-ps,0,0,3,0,0,0,0,0
Rdh19,0,0,0,0,0,0,0,0
Rdh5,13,9,15,7,1,4,0,20
Rdh7,6,0,0,0,0,0,0,0
Rdh8,1,0,0,0,0,0,0,0
Rdh9,0,6,4,7,7,4,3,0
Rdm1,197,208,144,257,232,290,140,312
Rdur,0,0,0,0,0,0,0,0
Rdx,3721,3469,3019,3832,3652,5366,3312,5555
Rec114,12,0,3,1,7,8,5,0
Rec8,0,0,1,0,3,6,0,8
Reck,2,11,4,12,3,10,9,3
Recql,201,225,174,261,325,540,247,522
Recql4,8,0,5,3,5,29,23,16
Recql5,104,97,95,156,66,98,124,129
Redic1,0,0,0,0,0,1,0,0
Redrum,0,0,0,0,0,0,0,0
Reep1,28,14,14,35,0,2,0,16
Reep2,0,0,0,0,0,0,0,0
Reep3,6311,5488,5449,7524,6547,8577,5592,9651
Reep4,359,418,416,520,607,1114,531,788
Reep5,2196,2274,2082,2480,2842,4987,2478,4309
Reep6,8,0,3,3,13,16,13,9
Reg1,0,0,0,0,0,0,0,0
Reg2,0,0,0,0,0,0,0,0
Reg3a,0,0,0,0,0,0,0,0
Reg3b,0,0,0,0,0,0,0,0
Reg3d,0,0,0,0,0,0,0,0
Reg3g,0,0,0,0,0,0,0,0
Reg4,0,0,0,0,0,0,0,0
Rel,1090,891,1128,1478,1022,1191,879,1304
Rela,1170,1057,1138,1538,931,1372,1036,1533
Relb,542,417,469,786,424,454,332,755
Relch,367,363,329,482,350,589,345,606
Rell1,1653,1797,1525,1841,1370,2031,1141,2034
Rell2,8,8,1,8,1,10,1,5
Reln,0,0,0,0,0,0,0,1
Relt,56,32,81,110,61,97,60,137
Rem1,42,29,24,59,0,14,15,14
Rem2,0,0,0,0,0,0,0,0
Ren1,0,0,0,0,0,0,0,0
Renbp,859,854,675,1080,702,1427,757,1121
Reno1,0,0,1,0,0,0,4,0
Rep15,20,62,16,25,29,24,11,14
Repin1,429,397,301,437,366,583,255,494
Reps1,440,304,339,495,409,712,397,712
Reps2,434,243,235,319,294,409,227,380
Rer1,1613,1613,1468,1911,1626,2719,1333,2389
Rere,2878,2572,2369,3590,2826,3483,2175,4014
Rerg,0,0,0,0,0,0,2,0
Rergl,0,0,0,0,0,0,0,0
Resf1,4015,3579,3917,5009,3789,4739,3311,4935
Resp18,0,0,0,0,0,0,0,0
Rest,2309,2178,2100,2482,2064,2437,1738,2918
Ret,0,0,1,3,0,0,0,2
Retn,0,0,0,0,0,0,0,3
Retnla,63,192,199,142,59,245,131,87
Retnlb,0,0,0,0,0,0,0,0
Retnlg,8,0,0,3,14,0,0,4
Retreg1,1107,931,862,1264,997,1349,911,1557
Retreg2,984,1036,847,971,860,1183,605,1215
Retreg3,165,162,239,263,206,308,192,267
Retsat,271,224,175,218,193,361,152,346
Rev1,335,284,180,366,300,344,270,415
Rev3l,460,363,538,715,601,681,504,744
Rex1bd,689,788,616,852,684,1141,590,978
Rex2,0,0,0,1,0,1,0,0
Rexo1,433,445,389,499,350,472,300,512
Rexo2,1505,1549,1441,1962,1841,2974,1753,2642
Rexo4,441,433,404,457,369,468,429,700
Rexo5,53,44,33,50,77,85,45,86
Rfc1,1961,1756,1805,2232,1728,2787,1712,2941
Rfc2,456,404,348,647,377,638,377,621
Rfc3,243,194,185,251,281,631,333,368
Rfc4,65,46,25,50,123,155,82,164
Rfc5,179,175,131,249,127,318,169,319
Rfesd,138,145,173,155,130,175,113,197
Rffl,852,550,607,904,697,860,435,805
Rfk,1508,1464,1165,1638,1794,3040,1511,2609
Rflna,0,0,0,0,0,0,0,0
Rflnb,41,24,13,44,27,42,42,41
Rfng,116,118,95,181,111,162,102,220
Rfpl4,0,0,0,0,0,0,0,0
Rfpl4b,0,0,0,0,0,0,0,0
Rft1,215,199,156,212,229,270,165,236
Rftn1,3969,3247,3038,4421,2738,3333,1948,3430
Rftn2,54,35,34,54,34,74,39,63
Rfwd3,185,218,166,190,174,299,158,344
Rfx1,528,453,398,616,416,546,335,592
Rfx2,15,11,10,16,17,12,11,36
Rfx3,93,58,67,83,72,63,49,96
Rfx4,0,0,0,0,0,1,0,0
Rfx5,190,239,271,282,308,402,308,464
Rfx6,0,0,0,0,0,0,0,0
Rfx7,495,199,289,404,425,493,332,572
Rfx8,4,0,0,0,0,2,0,0
Rfxank,34,99,37,65,58,64,37,95
Rfxap,265,291,200,250,261,351,235,400
Rgcc,70,77,73,84,129,93,58,66
Rgl1,329,250,340,363,684,831,531,872
Rgl2,1009,848,719,948,725,1002,604,1264
Rgl3,98,61,54,119,52,50,40,88
Rgma,30,19,17,27,5,11,21,23
Rgmb,457,471,329,599,754,1115,449,919
Rgn,0,0,0,0,0,0,0,0
Rgp1,353,214,200,267,202,419,197,333
Rgr,0,0,0,0,0,0,0,0
Rgs1,2440,2672,1703,1696,2014,2076,1011,1205
Rgs10,3827,3333,3177,4258,3962,5527,3393,5713
Rgs11,29,25,13,13,11,50,20,50
Rgs12,44,62,80,67,51,63,55,62
Rgs13,7,7,5,15,0,0,2,24
Rgs14,368,303,250,395,370,619,285,549
Rgs16,92,87,54,74,43,43,25,40
Rgs17,5,5,2,5,8,15,12,6
Rgs18,1936,1480,1319,1686,2850,3672,2418,4037
Rgs19,1064,899,845,1069,976,1496,855,1576
Rgs2,10655,10586,8984,11071,7627,7678,4883,8726
Rgs20,6,0,0,9,4,7,8,10
Rgs21,0,0,0,0,0,0,0,0
Rgs22,0,3,0,0,0,0,0,0
Rgs3,21,10,29,31,17,10,17,18
Rgs4,3,1,8,0,6,0,6,2
Rgs5,0,0,1,3,6,0,0,5
Rgs6,0,0,0,0,0,0,0,0
Rgs7,0,0,0,0,0,0,0,0
Rgs7bp,1,6,4,6,38,144,89,113
Rgs8,0,0,0,0,0,0,0,0
Rgs9,6,25,18,27,7,41,6,9
Rgs9bp,5,2,0,8,2,2,0,0
Rgsl1,0,0,0,4,0,7,6,7
Rhag,0,0,0,0,0,0,0,6
Rhbdd1,318,459,318,466,404,602,343,527
Rhbdd2,260,208,155,186,193,294,167,282
Rhbdd3,185,133,157,243,159,217,104,195
Rhbdf1,121,94,54,84,124,137,69,156
Rhbdf2,472,439,375,719,588,747,349,761
Rhbdl1,5,1,1,4,4,0,2,7
Rhbdl2,1,0,3,0,5,0,1,0
Rhbdl3,4,6,0,4,0,4,5,8
Rhbg,0,0,0,0,0,0,0,0
Rhcg,0,0,0,0,0,0,2,0
Rhd,2,0,0,0,0,0,2,0
Rheb,2072,2067,1557,2295,2076,3519,1744,3048
Rhebl1,68,61,86,125,99,130,50,164
Rhno1,239,254,225,380,249,536,294,525
Rho,5,0,0,0,1,2,0,1
Rhoa,4425,4094,3741,5647,4709,6905,4262,6555
Rhob,1038,1067,951,1093,1173,1576,847,1300
Rhobtb1,250,159,305,390,685,1167,757,1300
Rhobtb2,89,84,112,137,121,191,140,221
Rhobtb3,135,74,51,121,52,90,55,89
Rhoc,5220,5263,4159,5114,3308,4375,2214,3900
Rhod,40,47,36,26,35,61,13,35
Rhof,0,8,12,39,13,19,20,42
Rhog,2042,1820,1790,2645,1869,2603,1545,2832
Rhoh,281,236,264,401,303,372,247,550
Rhoj,291,440,257,276,211,303,158,212
Rhoq,2530,1891,2479,3216,3058,4835,2649,4306
Rhot1,1141,1096,840,1260,1080,1907,863,1629
Rhot2,275,276,250,284,326,484,305,479
Rhou,208,76,84,137,97,114,49,145
Rhov,74,88,64,67,72,37,27,28
Rhox1,0,0,0,0,0,0,0,0
Rhox10,0,0,0,0,0,0,0,0
Rhox11,0,0,0,0,0,0,0,0
Rhox11-ps2,0,0,0,0,0,0,0,0
Rhox12,0,0,0,0,0,0,0,0
Rhox13,0,0,0,0,0,0,0,0
Rhox2a,0,0,0,0,0,0,0,0
Rhox2b,0,0,0,0,0,0,0,0
Rhox2c,0,0,0,0,0,0,0,0
Rhox2d,0,0,0,0,0,0,0,0
Rhox2e,0,0,0,0,0,0,0,0
Rhox2f,0,0,0,0,0,0,0,0
Rhox2g,0,0,0,0,0,0,0,0
Rhox2h,0,0,0,0,3,0,0,5
Rhox3a,0,0,0,0,0,0,0,0
Rhox3a2,0,0,0,0,0,0,0,0
Rhox3c,0,0,0,0,0,0,0,0
Rhox3e,0,0,0,0,0,0,0,0
Rhox3f,0,0,0,0,0,0,0,0
Rhox3g,0,0,0,0,0,0,0,0
Rhox3h,0,0,0,0,0,0,0,0
Rhox4a,0,0,0,0,0,0,0,0
Rhox4a2,0,0,0,0,0,0,0,0
Rhox4b,0,0,0,0,0,0,0,0
Rhox4c,0,0,0,0,0,0,0,0
Rhox4d,0,0,0,0,0,0,0,0
Rhox4e,0,0,0,0,0,0,0,0
Rhox4f,0,0,0,0,0,0,0,0
Rhox4g,0,0,0,0,0,0,0,0
Rhox5,1,19,2,0,3,7,4,13
Rhox6,0,0,0,0,0,0,0,0
Rhox7a,0,0,0,0,0,0,0,0
Rhox8,0,0,0,0,0,0,0,0
Rhox9,0,0,0,0,0,0,0,0
Rhpn1,0,0,0,0,0,0,0,0
Rhpn2,2,0,6,7,1,3,3,0
Rian,0,12,1,0,4,5,0,2
Ribc1,11,11,6,16,13,13,13,16
Ribc2,0,0,0,0,1,2,0,4
Ric1,435,371,419,534,484,544,339,607
Ric3,31,39,38,59,27,52,52,70
Ric8a,457,451,358,477,439,584,339,605
Ric8b,242,301,201,256,192,262,162,297
Rictor,614,345,401,492,600,605,431,596
Rida,112,81,55,116,121,186,89,185
Rif1,1145,914,925,1229,1068,1706,1259,1832
Rigi,325,289,380,660,631,665,588,846
Riiad1,25,5,15,17,7,9,0,10
Rilp,133,81,65,69,54,140,111,145
Rilpl1,177,153,126,225,160,266,156,310
Rilpl2,3307,2363,2374,3650,2073,3005,1439,2540
Rimbp2,0,0,0,0,0,0,0,0
Rimbp3,0,0,0,0,0,0,0,0
Rimkla,0,0,0,0,0,0,0,0
Rimklb,0,0,0,3,0,5,0,5
Rimoc1,649,713,600,804,677,811,504,1079
Rims1,3,0,0,0,0,1,2,0
Rims2,0,7,25,19,5,3,4,2
Rims3,192,152,121,165,87,110,46,91
Rims4,5,0,0,0,4,4,7,17
Rin1,34,34,17,36,70,74,41,59
Rin2,7007,7183,6301,6682,6768,9068,5722,9251
Rin3,204,177,220,352,66,60,61,112
Ring1,173,157,168,257,132,241,142,216
Rinl,399,330,306,433,377,454,325,588
Rint1,114,106,125,151,94,180,97,190
Riok1,608,553,488,685,581,826,457,781
Riok2,370,303,210,326,378,711,295,617
Riok3,2186,2295,1701,2386,1892,2779,1557,2857
Riox1,631,761,681,839,693,1107,611,957
Riox2,394,316,350,371,411,496,398,597
Ripk1,1168,1052,1400,1831,1601,2351,1562,2695
Ripk2,310,449,233,432,359,597,211,487
Ripk3,150,109,121,208,148,328,150,202
Ripk4,0,0,0,0,0,0,0,1
Ripor1,573,454,376,530,448,693,418,682
Ripor2,56,19,30,83,101,197,163,233
Ripor3,0,0,0,6,0,0,0,0
Ripply1,0,0,0,0,0,0,0,0
